president,subgroup,modeldate,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo,timestamp
Donald Trump,All polls,3/6/2018,40.47234,45.65884,35.28583,53.97641,58.84018,49.11264,3/6/2018 15:58
Donald Trump,Adults,3/5/2018,38.82128,42.69521,34.94736,54.99964,59.70008,50.29919,3/5/2018 16:06
Donald Trump,Voters,3/5/2018,42.33316,47.37366,37.29265,53.53802,58.23463,48.84142,3/5/2018 16:06
Donald Trump,All polls,3/5/2018,40.38741,45.67976,35.09505,54.30457,59.28853,49.32061,3/5/2018 16:06
Donald Trump,Adults,3/4/2018,38.79745,42.76815,34.82674,54.98138,59.85663,50.10612,3/5/2018 9:33
Donald Trump,Voters,3/4/2018,42.28911,47.32063,37.25759,53.51625,58.25334,48.77915,3/5/2018 9:33
Donald Trump,All polls,3/4/2018,40.41828,45.74401,35.09255,54.26653,59.38912,49.14394,3/5/2018 9:32
Donald Trump,All polls,3/3/2018,40.41828,45.74401,35.09255,54.26653,59.38912,49.14394,3/5/2018 9:33
Donald Trump,Voters,3/3/2018,42.28911,47.32063,37.25759,53.51625,58.25334,48.77915,3/5/2018 9:34
Donald Trump,Adults,3/3/2018,38.79745,42.76815,34.82674,54.98138,59.85663,50.10612,3/5/2018 9:33
Donald Trump,Voters,3/2/2018,42.28911,47.32063,37.25759,53.51625,58.25334,48.77915,3/2/2018 19:10
Donald Trump,Adults,3/2/2018,38.79745,42.76815,34.82674,54.98138,59.85663,50.10612,3/2/2018 19:10
Donald Trump,All polls,3/2/2018,40.41828,45.74401,35.09255,54.26653,59.38912,49.14394,3/2/2018 19:10
Donald Trump,Adults,3/1/2018,39.06365,43.0696,35.0577,54.6959,59.60804,49.78376,3/1/2018 14:51
Donald Trump,Voters,3/1/2018,42.70711,47.68513,37.72908,53.1734,57.82639,48.5204,3/1/2018 14:51
Donald Trump,All polls,3/1/2018,40.59626,45.90219,35.29032,54.11998,59.25413,48.98583,3/1/2018 14:51
Donald Trump,Voters,2/28/2018,42.09689,46.98055,37.21323,53.71484,58.31968,49.11001,2/28/2018 19:30
Donald Trump,Adults,2/28/2018,38.98043,42.99366,34.96721,54.79705,59.93576,49.65834,2/28/2018 19:30
Donald Trump,All polls,2/28/2018,40.03228,45.1869,34.87766,54.5688,59.74226,49.39535,2/28/2018 19:30
Donald Trump,Voters,2/27/2018,41.69873,46.58309,36.81438,53.97468,58.62134,49.32802,2/27/2018 16:10
Donald Trump,Adults,2/27/2018,38.51483,42.46444,34.56523,55.17336,60.28065,50.06608,2/27/2018 16:10
Donald Trump,All polls,2/27/2018,39.63747,44.71782,34.55713,54.95428,60.0928,49.81575,2/27/2018 16:10
Donald Trump,Voters,2/26/2018,41.62282,46.54653,36.69911,54.16532,58.9242,49.40644,2/26/2018 16:18
Donald Trump,Adults,2/26/2018,38.24786,42.20359,34.29212,55.27832,60.55324,50.0034,2/26/2018 16:18
Donald Trump,All polls,2/26/2018,39.37048,44.4523,34.28865,55.20858,60.39171,50.02546,2/26/2018 16:18
Donald Trump,Voters,2/25/2018,41.42073,46.41427,36.42719,54.53806,59.31335,49.76276,2/25/2018 12:08
Donald Trump,Adults,2/25/2018,38.15955,42.21562,34.10347,55.38034,60.81082,49.94986,2/25/2018 12:08
Donald Trump,All polls,2/25/2018,39.07833,44.21738,33.93928,55.58106,60.83849,50.32363,2/25/2018 12:08
Donald Trump,Voters,2/24/2018,42.07542,46.96513,37.1857,53.40005,57.84431,48.9558,2/25/2018 10:41
Donald Trump,Adults,2/24/2018,38.93113,42.78369,35.07857,54.8304,60.38469,49.27612,2/25/2018 10:41
Donald Trump,All polls,2/24/2018,40.01941,45.13074,34.90808,54.44614,59.68207,49.21021,2/25/2018 10:40
Donald Trump,Voters,2/23/2018,42.07542,46.96513,37.1857,53.40005,57.84431,48.9558,2/23/2018 13:01
Donald Trump,Adults,2/23/2018,38.93113,42.78369,35.07857,54.8304,60.38469,49.27612,2/23/2018 13:01
Donald Trump,All polls,2/23/2018,40.01941,45.13074,34.90808,54.44614,59.68207,49.21021,2/23/2018 13:01
Donald Trump,Voters,2/22/2018,41.70066,46.66296,36.73836,53.646,58.24031,49.05168,2/22/2018 18:09
Donald Trump,Adults,2/22/2018,39.61691,43.33885,35.89496,53.96153,58.97761,48.94545,2/22/2018 18:09
Donald Trump,All polls,2/22/2018,40.57474,45.58183,35.56766,53.90281,58.78596,49.01966,2/22/2018 18:09
Donald Trump,Adults,2/21/2018,39.41115,43.21477,35.60753,54.46137,58.89228,50.03047,2/21/2018 17:12
Donald Trump,Voters,2/21/2018,41.58496,46.64968,36.52023,53.84543,58.50197,49.18889,2/21/2018 17:12
Donald Trump,All polls,2/21/2018,40.54642,45.6544,35.43844,54.18967,58.86581,49.51352,2/21/2018 17:12
Donald Trump,Adults,2/20/2018,39.41115,43.21477,35.60753,54.46137,58.89228,50.03047,2/20/2018 15:28
Donald Trump,Voters,2/20/2018,43.03841,47.15751,38.91932,52.0429,56.10506,47.98075,2/20/2018 15:28
Donald Trump,All polls,2/20/2018,40.9889,45.7826,36.19521,53.43631,57.85064,49.02197,2/20/2018 15:28
Donald Trump,Voters,2/19/2018,43.04725,47.26704,38.82745,51.96658,56.08279,47.85036,2/19/2018 13:13
Donald Trump,Adults,2/19/2018,39.5064,43.33369,35.6791,54.52228,58.99638,50.04818,2/19/2018 13:13
Donald Trump,All polls,2/19/2018,41.14141,45.96506,36.31777,53.41457,57.88396,48.94518,2/19/2018 13:13
Donald Trump,Voters,2/18/2018,43.03395,47.2128,38.8551,51.99947,56.10002,47.89891,2/19/2018 9:34
Donald Trump,All polls,2/18/2018,41.3879,46.04681,36.72899,53.14198,57.36118,48.92278,2/19/2018 9:33
Donald Trump,Adults,2/18/2018,39.80095,43.52007,36.08182,54.11367,58.28546,49.94187,2/19/2018 9:34
Donald Trump,Adults,2/17/2018,39.80095,43.52007,36.08182,54.11367,58.28546,49.94187,2/19/2018 9:34
Donald Trump,All polls,2/17/2018,41.3879,46.04681,36.72899,53.14198,57.36118,48.92278,2/19/2018 9:33
Donald Trump,Voters,2/17/2018,43.03395,47.2128,38.8551,51.99947,56.10002,47.89891,2/19/2018 9:34
Donald Trump,Voters,2/16/2018,43.03395,47.2128,38.8551,51.99947,56.10002,47.89891,2/16/2018 15:19
Donald Trump,Adults,2/16/2018,39.80095,43.52007,36.08182,54.11367,58.28546,49.94187,2/16/2018 15:19
Donald Trump,All polls,2/16/2018,41.3879,46.04681,36.72899,53.14198,57.36118,48.92278,2/16/2018 15:19
Donald Trump,Voters,2/15/2018,43.00751,47.2878,38.72722,52.13282,56.30835,47.95729,2/15/2018 0:15
Donald Trump,Adults,2/15/2018,39.79505,43.56091,36.02919,54.31,58.63527,49.98473,2/15/2018 0:15
Donald Trump,All polls,2/15/2018,41.45908,46.14534,36.77282,53.24955,57.55662,48.94247,2/15/2018 0:15
Donald Trump,Adults,2/14/2018,39.79505,43.56091,36.02919,54.31,58.63527,49.98473,2/14/2018 14:57
Donald Trump,Voters,2/14/2018,43.15522,47.58856,38.72189,51.87932,56.20625,47.55239,2/14/2018 14:57
Donald Trump,All polls,2/14/2018,41.42786,46.25141,36.60431,53.14172,57.58243,48.70101,2/14/2018 14:57
Donald Trump,Adults,2/13/2018,39.55173,43.33538,35.76809,54.45077,58.62048,50.28105,2/13/2018 14:57
Donald Trump,Voters,2/13/2018,42.79964,47.37157,38.22772,52.69312,56.75782,48.62842,2/13/2018 14:57
Donald Trump,All polls,2/13/2018,40.98163,45.74114,36.22212,53.64082,57.80031,49.48132,2/13/2018 14:57
Donald Trump,Voters,2/12/2018,43.30393,47.99929,38.60857,52.30949,56.50521,48.11377,2/12/2018 13:05
Donald Trump,Adults,2/12/2018,39.8287,43.69754,35.95986,54.30534,58.54066,50.07001,2/12/2018 13:05
Donald Trump,All polls,2/12/2018,40.91967,45.69281,36.14652,53.57592,57.81052,49.34132,2/12/2018 13:05
Donald Trump,Adults,2/11/2018,39.70684,43.63631,35.77737,54.2007,58.45406,49.94735,2/12/2018 9:37
Donald Trump,Voters,2/11/2018,43.31694,47.9427,38.69118,52.39967,56.54346,48.25587,2/12/2018 9:37
Donald Trump,All polls,2/11/2018,40.83043,45.61123,36.04963,53.56587,57.76377,49.36797,2/12/2018 9:36
Donald Trump,Adults,2/10/2018,39.70684,43.63631,35.77737,54.2007,58.45406,49.94735,2/12/2018 9:37
Donald Trump,All polls,2/10/2018,40.83043,45.61123,36.04963,53.56587,57.76377,49.36797,2/12/2018 9:36
Donald Trump,Voters,2/10/2018,43.31694,47.9427,38.69118,52.39967,56.54346,48.25587,2/12/2018 9:37
Donald Trump,Adults,2/9/2018,39.70684,43.63631,35.77737,54.2007,58.45406,49.94735,2/9/2018 16:19
Donald Trump,Voters,2/9/2018,43.31694,47.9427,38.69118,52.39967,56.54346,48.25587,2/9/2018 16:19
Donald Trump,All polls,2/9/2018,40.83043,45.61123,36.04963,53.56587,57.76377,49.36797,2/9/2018 16:19
Donald Trump,Adults,2/8/2018,39.73898,43.78918,35.68879,54.20528,58.73335,49.67722,2/8/2018 14:25
Donald Trump,Voters,2/8/2018,43.32616,47.76109,38.89122,52.06881,56.25309,47.88452,2/8/2018 14:25
Donald Trump,All polls,2/8/2018,40.81161,45.63501,35.9882,53.61358,57.99963,49.22753,2/8/2018 14:25
Donald Trump,Voters,2/7/2018,43.29857,47.72843,38.86872,52.21658,56.4032,48.02996,2/7/2018 12:17
Donald Trump,Adults,2/7/2018,39.63509,43.60944,35.66074,54.31309,58.89152,49.73466,2/7/2018 12:17
Donald Trump,All polls,2/7/2018,40.71095,45.47941,35.94249,53.78003,58.14731,49.41275,2/7/2018 12:17
Donald Trump,Adults,2/6/2018,39.51102,43.53357,35.48847,54.31282,58.86477,49.76087,2/6/2018 14:08
Donald Trump,Voters,2/6/2018,42.77346,47.24353,38.30339,52.30897,56.76207,47.85588,2/6/2018 14:08
Donald Trump,All polls,2/6/2018,40.13234,44.93316,35.33151,54.1513,58.63926,49.66335,2/6/2018 14:08
Donald Trump,Voters,2/5/2018,42.46733,47.06224,37.87241,52.63002,57.30283,47.9572,2/5/2018 13:14
Donald Trump,Adults,2/5/2018,39.74566,43.7965,35.69482,54.42212,59.22594,49.61829,2/5/2018 13:14
Donald Trump,All polls,2/5/2018,40.37448,45.14725,35.60171,54.16125,58.82504,49.49746,2/5/2018 13:14
Donald Trump,Voters,2/4/2018,42.38263,46.89832,37.86693,52.74967,57.39333,48.10601,2/5/2018 8:34
Donald Trump,Adults,2/4/2018,39.54993,43.70949,35.39037,54.3875,59.282,49.493,2/5/2018 8:33
Donald Trump,All polls,2/4/2018,40.20801,44.97096,35.44506,54.20181,58.87855,49.52507,2/5/2018 8:33
Donald Trump,Voters,2/3/2018,42.38263,46.89832,37.86693,52.74967,57.39333,48.10601,2/3/2018 15:37
Donald Trump,Adults,2/3/2018,39.54993,43.70949,35.39037,54.3875,59.282,49.493,2/3/2018 15:37
Donald Trump,All polls,2/3/2018,40.20801,44.97096,35.44506,54.20181,58.87855,49.52507,2/3/2018 15:37
Donald Trump,Voters,2/2/2018,42.3483,46.80195,37.89466,52.75233,57.33406,48.1706,2/2/2018 14:29
Donald Trump,Adults,2/2/2018,39.52907,43.59414,35.464,54.39931,59.23092,49.56771,2/2/2018 14:29
Donald Trump,All polls,2/2/2018,40.19921,44.90403,35.4944,54.20677,58.8217,49.59185,2/2/2018 14:29
Donald Trump,Voters,2/1/2018,42.01125,46.33043,37.69207,53.27848,57.81176,48.7452,2/1/2018 20:20
Donald Trump,Adults,2/1/2018,39.17886,43.21083,35.14688,54.83321,59.70747,49.95896,2/1/2018 20:20
Donald Trump,All polls,2/1/2018,39.77913,44.31235,35.24591,54.69682,59.23775,50.15588,2/1/2018 20:20
Donald Trump,Voters,1/31/2018,41.70512,45.92004,37.4902,53.58346,58.15947,49.00745,1/31/2018 13:50
Donald Trump,Adults,1/31/2018,38.84452,42.54589,35.14314,55.11158,59.98913,50.23402,1/31/2018 13:50
Donald Trump,All polls,1/31/2018,39.52642,43.91461,35.13823,54.93532,59.4603,50.41035,1/31/2018 13:50
Donald Trump,Voters,1/30/2018,40.68484,44.94089,36.42879,55.03505,59.05131,51.01878,1/30/2018 16:31
Donald Trump,Adults,1/30/2018,37.95375,41.46746,34.44004,56.312,60.51235,52.11166,1/30/2018 16:31
Donald Trump,All polls,1/30/2018,38.99561,43.45333,34.53789,55.81257,59.94471,51.68044,1/30/2018 16:31
Donald Trump,Voters,1/29/2018,40.38136,44.71818,36.04454,55.4905,59.62584,51.35516,1/29/2018 13:07
Donald Trump,Adults,1/29/2018,37.5544,40.99557,34.11323,57.02602,61.24979,52.80225,1/29/2018 13:07
Donald Trump,All polls,1/29/2018,38.78343,43.30004,34.26682,56.26638,60.47754,52.05522,1/29/2018 13:07
Donald Trump,Adults,1/28/2018,37.41549,40.89029,33.94069,57.11086,61.35429,52.86742,1/29/2018 9:38
Donald Trump,Voters,1/28/2018,40.48121,44.79216,36.17026,55.45601,59.56697,51.34505,1/29/2018 9:38
Donald Trump,All polls,1/28/2018,38.82256,43.36605,34.27906,56.24937,60.46866,52.03009,1/29/2018 9:37
Donald Trump,All polls,1/27/2018,38.82256,43.36605,34.27906,56.24937,60.46866,52.03009,1/29/2018 9:37
Donald Trump,Voters,1/27/2018,40.48121,44.79216,36.17026,55.45601,59.56697,51.34505,1/29/2018 9:38
Donald Trump,Adults,1/27/2018,37.41549,40.89029,33.94069,57.11086,61.35429,52.86742,1/29/2018 9:38
Donald Trump,Voters,1/26/2018,40.48121,44.79216,36.17026,55.45601,59.56697,51.34505,1/26/2018 16:43
Donald Trump,Adults,1/26/2018,37.41549,40.89029,33.94069,57.11086,61.35429,52.86742,1/26/2018 16:43
Donald Trump,All polls,1/26/2018,38.82256,43.36605,34.27906,56.24937,60.46866,52.03009,1/26/2018 16:43
Donald Trump,Voters,1/25/2018,40.7399,45.08248,36.39733,55.1729,59.23835,51.10746,1/25/2018 17:41
Donald Trump,Adults,1/25/2018,37.48536,41.09369,33.87702,56.80935,61.12086,52.49785,1/25/2018 17:41
Donald Trump,All polls,1/25/2018,39.04172,43.68406,34.39938,55.95849,60.18705,51.72993,1/25/2018 17:41
Donald Trump,Voters,1/24/2018,41.14259,45.26107,37.02411,54.98185,58.97861,50.9851,1/24/2018 18:36
Donald Trump,Adults,1/24/2018,37.5351,41.1797,33.89051,56.79459,61.12605,52.46314,1/24/2018 18:36
Donald Trump,All polls,1/24/2018,39.18694,43.80286,34.57102,55.91165,60.15128,51.67202,1/24/2018 18:36
Donald Trump,Voters,1/23/2018,40.41182,44.46638,36.35726,55.01748,59.15485,50.8801,1/23/2018 14:30
Donald Trump,Adults,1/23/2018,37.34459,41.04428,33.6449,57.0888,61.27245,52.90515,1/23/2018 14:30
Donald Trump,All polls,1/23/2018,38.35379,42.80848,33.89911,56.41224,60.62152,52.20297,1/23/2018 14:30
Donald Trump,Voters,1/22/2018,40.72579,44.84049,36.61108,54.58442,58.7056,50.46325,1/22/2018 18:12
Donald Trump,Adults,1/22/2018,37.68642,41.43099,33.94185,56.75862,60.97962,52.53762,1/22/2018 18:12
Donald Trump,All polls,1/22/2018,38.66162,43.15218,34.17107,56.06828,60.28794,51.84861,1/22/2018 18:12
Donald Trump,All polls,1/21/2018,39.11164,43.69135,34.53194,55.66471,59.86307,51.46636,1/21/2018 12:56
Donald Trump,Adults,1/21/2018,38.08665,41.79647,34.37683,56.40729,60.50294,52.31165,1/21/2018 12:56
Donald Trump,Voters,1/21/2018,41.39082,45.62954,37.15209,54.03265,58.24389,49.8214,1/21/2018 12:56
Donald Trump,Voters,1/20/2018,41.31607,45.54035,37.0918,54.06738,58.2914,49.84335,1/21/2018 10:25
Donald Trump,Adults,1/20/2018,38.57017,42.29569,34.84464,56.11489,60.22902,52.00076,1/21/2018 10:24
Donald Trump,All polls,1/20/2018,39.47084,44.00764,34.93405,55.4662,59.68051,51.2519,1/21/2018 10:24
Donald Trump,Voters,1/19/2018,41.31607,45.54035,37.0918,54.06738,58.2914,49.84335,1/19/2018 16:16
Donald Trump,Adults,1/19/2018,38.57017,42.29569,34.84464,56.11489,60.22902,52.00076,1/19/2018 16:16
Donald Trump,All polls,1/19/2018,39.47084,44.00764,34.93405,55.4662,59.68051,51.2519,1/19/2018 16:16
Donald Trump,Voters,1/18/2018,41.49497,45.75725,37.2327,53.70368,57.85677,49.55059,1/18/2018 22:05
Donald Trump,Adults,1/18/2018,38.7857,42.54769,35.0237,55.21856,59.37263,51.0645,1/18/2018 22:05
Donald Trump,All polls,1/18/2018,39.75453,44.34867,35.16039,54.85685,59.08979,50.6239,1/18/2018 22:05
Donald Trump,Voters,1/17/2018,41.63647,46.16325,37.10969,53.43866,57.56498,49.31233,1/17/2018 13:16
Donald Trump,Adults,1/17/2018,39.35015,43.38355,35.31674,54.60522,59.02248,50.18796,1/17/2018 13:16
Donald Trump,All polls,1/17/2018,40.20608,44.95008,35.46208,54.29126,58.65538,49.92715,1/17/2018 13:16
Donald Trump,Voters,1/16/2018,41.6681,46.24943,37.08677,53.28009,57.38385,49.17633,1/16/2018 13:45
Donald Trump,Adults,1/16/2018,38.889,42.7795,34.9985,54.56168,59.01709,50.10626,1/16/2018 13:45
Donald Trump,All polls,1/16/2018,39.78146,44.62993,34.93299,54.27212,58.6432,49.90105,1/16/2018 13:45
Donald Trump,Voters,1/15/2018,40.84966,45.68087,36.01846,54.04315,58.34695,49.73936,1/15/2018 22:05
Donald Trump,Adults,1/15/2018,38.7757,42.6946,34.85679,54.72827,59.35514,50.10141,1/15/2018 22:05
Donald Trump,All polls,1/15/2018,39.29245,44.17373,34.41116,54.54089,59.09888,49.98289,1/15/2018 22:05
Donald Trump,All polls,1/14/2018,39.10097,43.75997,34.44197,54.52315,59.12815,49.91814,1/15/2018 9:40
Donald Trump,Voters,1/14/2018,40.67689,45.33427,36.0195,54.10226,58.39086,49.81367,1/15/2018 9:41
Donald Trump,Adults,1/14/2018,38.78321,42.80542,34.761,54.65562,59.32232,49.98891,1/15/2018 9:41
Donald Trump,Voters,1/13/2018,40.67689,45.33427,36.0195,54.10226,58.39086,49.81367,1/15/2018 9:41
Donald Trump,All polls,1/13/2018,39.10097,43.75997,34.44197,54.52315,59.12815,49.91814,1/15/2018 9:40
Donald Trump,Adults,1/13/2018,38.78321,42.80542,34.761,54.65562,59.32232,49.98891,1/15/2018 9:41
Donald Trump,Adults,1/12/2018,38.78321,42.80542,34.761,54.65562,59.32232,49.98891,1/12/2018 15:21
Donald Trump,Voters,1/12/2018,40.67689,45.33427,36.0195,54.10226,58.39086,49.81367,1/12/2018 15:21
Donald Trump,All polls,1/12/2018,39.10097,43.75997,34.44197,54.52315,59.12815,49.91814,1/12/2018 15:21
Donald Trump,Voters,1/11/2018,40.9217,45.6953,36.14809,54.31938,58.69787,49.94088,1/11/2018 21:24
Donald Trump,Adults,1/11/2018,38.73087,43.02085,34.44089,54.57832,59.28885,49.8678,1/11/2018 21:24
Donald Trump,All polls,1/11/2018,39.10347,43.96349,34.24345,54.63946,59.31625,49.96267,1/11/2018 21:24
Donald Trump,Voters,1/10/2018,40.85157,45.58279,36.12034,54.47198,58.82751,50.11646,1/10/2018 19:50
Donald Trump,Adults,1/10/2018,38.98797,43.16752,34.80841,54.35324,59.0119,49.69458,1/10/2018 19:50
Donald Trump,All polls,1/10/2018,39.22063,43.93981,34.50145,54.60398,59.30174,49.90623,1/10/2018 19:50
Donald Trump,Adults,1/9/2018,38.61844,42.97126,34.26562,54.84727,59.70905,49.98549,1/9/2018 9:31
Donald Trump,Voters,1/9/2018,40.5409,45.0532,36.02861,54.79406,58.93209,50.65604,1/9/2018 9:31
Donald Trump,All polls,1/9/2018,38.73449,43.51689,33.95209,55.00918,59.65797,50.36039,1/9/2018 9:31
Donald Trump,Voters,1/8/2018,40.48848,45.01125,35.96571,54.79395,58.93571,50.65219,1/8/2018 15:28
Donald Trump,Adults,1/8/2018,38.61844,42.97126,34.26562,54.84727,59.70905,49.98549,1/8/2018 15:28
Donald Trump,All polls,1/8/2018,38.69312,43.41864,33.9676,55.00991,59.66267,50.35715,1/8/2018 15:28
Donald Trump,Adults,1/7/2018,38.72204,43.11031,34.33376,54.79131,59.62421,49.95842,1/8/2018 9:04
Donald Trump,Voters,1/7/2018,40.64473,45.25613,36.03334,54.73632,58.91682,50.55581,1/8/2018 9:04
Donald Trump,All polls,1/7/2018,38.82547,43.64261,34.00834,54.96257,59.63041,50.29473,1/8/2018 9:03
Donald Trump,Adults,1/6/2018,38.72204,43.11031,34.33376,54.79131,59.62421,49.95842,1/8/2018 9:04
Donald Trump,All polls,1/6/2018,38.82547,43.64261,34.00834,54.96257,59.63041,50.29473,1/8/2018 9:03
Donald Trump,Voters,1/6/2018,40.64473,45.25613,36.03334,54.73632,58.91682,50.55581,1/8/2018 9:04
Donald Trump,Voters,1/5/2018,40.64473,45.25613,36.03334,54.73632,58.91682,50.55581,1/5/2018 23:37
Donald Trump,Adults,1/5/2018,38.72204,43.11031,34.33376,54.79131,59.62421,49.95842,1/5/2018 23:37
Donald Trump,All polls,1/5/2018,38.82547,43.64261,34.00834,54.96257,59.63041,50.29473,1/5/2018 23:37
Donald Trump,Voters,1/4/2018,40.28809,45.02804,35.54815,55.00038,59.29904,50.70172,1/4/2018 14:37
Donald Trump,Adults,1/4/2018,38.15102,42.57115,33.73088,55.35013,60.21455,50.4857,1/4/2018 14:37
Donald Trump,All polls,1/4/2018,38.47328,43.46577,33.48078,55.33284,60.01302,50.65265,1/4/2018 14:37
Donald Trump,Voters,1/3/2018,40.21217,44.87788,35.54647,55.12443,59.37215,50.8767,1/3/2018 12:59
Donald Trump,Adults,1/3/2018,37.76004,41.94017,33.5799,55.76106,60.762,50.76013,1/3/2018 12:59
Donald Trump,All polls,1/3/2018,38.16097,43.0086,33.31334,55.69035,60.4595,50.9212,1/3/2018 12:59
Donald Trump,Adults,1/2/2018,37.71881,42.00691,33.43071,55.879,60.83708,50.92091,1/2/2018 21:35
Donald Trump,Voters,1/2/2018,39.89989,44.6306,35.16919,55.2852,59.59282,50.97758,1/2/2018 21:35
Donald Trump,All polls,1/2/2018,38.12047,42.98391,33.25703,55.82487,60.59271,51.05703,1/2/2018 21:35
Donald Trump,All polls,1/1/2018,37.8654,42.80467,32.92613,56.16106,61.01686,51.30525,1/2/2018 21:35
Donald Trump,Voters,1/1/2018,39.47977,44.27288,34.68666,55.76954,60.13069,51.40839,1/2/2018 21:35
Donald Trump,Adults,1/1/2018,37.33959,41.62288,33.0563,56.36489,61.42876,51.30103,1/2/2018 21:35
Donald Trump,Voters,12/31/2017,39.47977,44.27288,34.68666,55.76954,60.13069,51.40839,12/31/2017 13:04
Donald Trump,Adults,12/31/2017,37.33959,41.62288,33.0563,56.36489,61.42876,51.30103,12/31/2017 13:04
Donald Trump,All polls,12/31/2017,37.8654,42.80467,32.92613,56.16106,61.01686,51.30525,12/31/2017 13:04
Donald Trump,Voters,12/30/2017,39.47977,44.27288,34.68666,55.76954,60.13069,51.40839,12/30/2017 13:07
Donald Trump,Adults,12/30/2017,37.12983,41.34206,32.9176,56.50421,61.57931,51.42911,12/30/2017 13:07
Donald Trump,All polls,12/30/2017,37.73003,42.64738,32.81269,56.24842,61.10892,51.38792,12/30/2017 13:07
Donald Trump,Voters,12/29/2017,39.47977,44.27288,34.68666,55.76954,60.13069,51.40839,12/29/2017 14:00
Donald Trump,Adults,12/29/2017,37.08881,41.29662,32.881,56.61979,61.70961,51.52996,12/29/2017 14:00
Donald Trump,All polls,12/29/2017,37.71204,42.62421,32.79987,56.31897,61.18826,51.44968,12/29/2017 14:00
Donald Trump,Voters,12/28/2017,39.59424,44.46544,34.72304,55.86306,60.28429,51.44183,12/28/2017 13:06
Donald Trump,Adults,12/28/2017,36.64524,40.75099,32.53949,56.9993,62.23492,51.76368,12/28/2017 13:06
Donald Trump,All polls,12/28/2017,37.73159,42.75414,32.70905,56.41101,61.38774,51.43429,12/28/2017 13:06
Donald Trump,Voters,12/27/2017,39.06779,43.80937,34.32621,56.30027,60.57754,52.02301,12/27/2017 13:04
Donald Trump,Adults,12/27/2017,36.40348,40.55858,32.24838,57.36427,62.49175,52.23679,12/27/2017 13:04
Donald Trump,All polls,12/27/2017,37.53883,42.5399,32.53776,56.67389,61.58022,51.76756,12/27/2017 13:04
Donald Trump,Voters,12/26/2017,38.8737,43.41353,34.33386,56.64392,60.78534,52.50251,12/26/2017 14:58
Donald Trump,Adults,12/26/2017,36.36728,40.52427,32.21029,57.42441,62.56409,52.28473,12/26/2017 14:58
Donald Trump,All polls,12/26/2017,37.38361,42.19453,32.57268,56.89546,61.75955,52.03138,12/26/2017 14:58
Donald Trump,Voters,12/25/2017,38.84623,43.48132,34.21114,56.60857,60.82695,52.39019,12/26/2017 13:26
Donald Trump,Adults,12/25/2017,36.23244,40.50846,31.95642,57.44253,62.80125,52.08381,12/26/2017 13:26
Donald Trump,All polls,12/25/2017,37.3656,42.29593,32.43528,56.87848,61.88215,51.8748,12/26/2017 13:26
Donald Trump,Voters,12/24/2017,38.84623,43.48132,34.21114,56.60857,60.82695,52.39019,12/24/2017 13:06
Donald Trump,Adults,12/24/2017,36.23244,40.50846,31.95642,57.44253,62.80125,52.08381,12/24/2017 13:06
Donald Trump,All polls,12/24/2017,37.3656,42.29593,32.43528,56.87848,61.88215,51.8748,12/24/2017 13:06
Donald Trump,Voters,12/23/2017,38.84623,43.48132,34.21114,56.60857,60.82695,52.39019,12/23/2017 13:16
Donald Trump,Adults,12/23/2017,36.06482,40.29242,31.83723,57.65516,62.98712,52.3232,12/23/2017 13:16
Donald Trump,All polls,12/23/2017,37.25974,42.16922,32.35025,57.0198,62.00357,52.03604,12/23/2017 13:16
Donald Trump,Adults,12/22/2017,35.87907,40.07583,31.6823,57.76529,63.09438,52.43619,12/22/2017 13:03
Donald Trump,Voters,12/22/2017,38.84623,43.48132,34.21114,56.60857,60.82695,52.39019,12/22/2017 13:03
Donald Trump,All polls,12/22/2017,37.14611,42.04803,32.24418,57.08867,62.06757,52.10978,12/22/2017 13:03
Donald Trump,Adults,12/21/2017,35.77409,39.98901,31.55917,57.88775,63.29929,52.47622,12/21/2017 13:16
Donald Trump,Voters,12/21/2017,38.74059,43.34423,34.13694,56.77304,60.98219,52.5639,12/21/2017 13:16
Donald Trump,All polls,12/21/2017,37.0453,41.94979,32.1408,57.23926,62.26624,52.21227,12/21/2017 13:16
Donald Trump,Voters,12/20/2017,38.77604,43.37341,34.17867,56.78464,60.9945,52.57477,12/20/2017 14:28
Donald Trump,Adults,12/20/2017,35.86745,40.16387,31.57104,57.55755,62.97956,52.13554,12/20/2017 14:28
Donald Trump,All polls,12/20/2017,37.20605,42.15113,32.26097,56.98474,61.99156,51.97792,12/20/2017 14:28
Donald Trump,Adults,12/19/2017,35.93935,40.19051,31.68819,57.91428,63.36301,52.46555,12/19/2017 15:37
Donald Trump,Voters,12/19/2017,38.20256,42.58469,33.82044,57.26283,61.38708,53.13858,12/19/2017 15:37
Donald Trump,All polls,12/19/2017,37.10143,41.74622,32.45663,57.38179,62.37889,52.38468,12/19/2017 15:37
Donald Trump,Voters,12/18/2017,38.38718,43.00181,33.77255,56.61967,60.90336,52.33598,12/18/2017 13:18
Donald Trump,Adults,12/18/2017,36.25013,40.72108,31.77917,57.28722,62.97261,51.60183,12/18/2017 13:18
Donald Trump,All polls,12/18/2017,37.21277,42.06018,32.36535,56.7984,62.05048,51.54631,12/18/2017 13:18
Donald Trump,Voters,12/17/2017,38.28982,42.82446,33.75517,56.81938,61.05926,52.57949,12/17/2017 15:41
