president,subgroup,modeldate,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo,timestamp
Donald Trump,Adults,12/17/2017,35.97097,40.21576,31.72618,57.98541,63.31239,52.65843,12/17/2017 15:41
Donald Trump,All polls,12/17/2017,37.00387,41.72515,32.28259,57.35746,62.34027,52.37466,12/17/2017 15:41
Donald Trump,Voters,12/16/2017,38.28982,42.82446,33.75517,56.81938,61.05926,52.57949,12/16/2017 13:03
Donald Trump,Adults,12/16/2017,34.93087,38.82144,31.04029,58.28658,63.78065,52.7925,12/16/2017 13:03
Donald Trump,All polls,12/16/2017,36.40314,41.07541,31.73088,57.50006,62.59423,52.40588,12/16/2017 13:03
Donald Trump,Adults,12/15/2017,34.9917,38.85859,31.12481,58.19014,63.64735,52.73292,12/15/2017 15:40
Donald Trump,Voters,12/15/2017,38.28982,42.82446,33.75517,56.81938,61.05926,52.57949,12/15/2017 15:40
Donald Trump,All polls,12/15/2017,36.45856,41.09477,31.82236,57.43106,62.48951,52.37261,12/15/2017 15:40
Donald Trump,Voters,12/14/2017,38.49307,43.12283,33.86332,56.5584,60.78818,52.32861,12/14/2017 16:09
Donald Trump,Adults,12/14/2017,35.57671,39.45999,31.69342,57.35314,62.21434,52.49194,12/14/2017 16:09
Donald Trump,All polls,12/14/2017,37.07505,41.67421,32.47588,56.79411,61.32002,52.2682,12/14/2017 16:09
Donald Trump,Voters,12/13/2017,38.08359,42.82822,33.33895,56.67448,61.04711,52.30185,12/13/2017 19:58
Donald Trump,Adults,12/13/2017,35.46254,39.26604,31.65903,57.3914,62.29413,52.48867,12/13/2017 19:58
Donald Trump,All polls,12/13/2017,36.66145,41.23801,32.08489,56.84941,61.49991,52.19891,12/13/2017 19:58
Donald Trump,Voters,12/12/2017,39.10435,43.67833,34.53038,55.95634,60.43566,51.47703,12/12/2017 20:29
Donald Trump,Adults,12/12/2017,35.99963,39.58548,32.41379,57.93578,62.80088,53.07068,12/12/2017 20:29
Donald Trump,All polls,12/12/2017,37.17878,41.6306,32.72696,57.00034,61.66032,52.34037,12/12/2017 20:29
Donald Trump,Voters,12/11/2017,39.00207,43.99907,34.00508,55.85435,60.61282,51.09588,12/11/2017 13:06
Donald Trump,Adults,12/11/2017,36.2524,40.00078,32.50401,57.43421,62.4935,52.37493,12/11/2017 13:06
Donald Trump,All polls,12/11/2017,37.07095,41.68771,32.4542,56.75324,61.64172,51.86476,12/11/2017 13:06
Donald Trump,Voters,12/10/2017,39.03798,43.97707,34.09888,55.87618,60.59116,51.16121,12/10/2017 18:24
Donald Trump,Adults,12/10/2017,36.33047,40.0551,32.60583,57.33792,62.36638,52.30947,12/10/2017 18:24
Donald Trump,All polls,12/10/2017,37.12042,41.69753,32.54332,56.69955,61.57387,51.82524,12/10/2017 18:24
Donald Trump,Voters,12/9/2017,39.24728,44.29839,34.19617,55.49886,60.23919,50.75853,12/9/2017 13:17
Donald Trump,Adults,12/9/2017,36.50823,40.32417,32.69229,56.97471,62.03435,51.91507,12/9/2017 13:17
Donald Trump,All polls,12/9/2017,37.26849,41.89824,32.63873,56.41706,61.28215,51.55198,12/9/2017 13:17
Donald Trump,Voters,12/8/2017,39.24728,44.29839,34.19617,55.49886,60.23919,50.75853,12/8/2017 13:05
Donald Trump,Adults,12/8/2017,36.52957,40.34542,32.71372,56.96902,62.01908,51.91897,12/8/2017 13:05
Donald Trump,All polls,12/8/2017,37.28476,41.90453,32.66499,56.4149,61.26764,51.56216,12/8/2017 13:05
Donald Trump,Adults,12/7/2017,36.42162,40.21066,32.63258,57.0158,62.0655,51.96611,12/7/2017 23:10
Donald Trump,Voters,12/7/2017,39.37215,44.43501,34.3093,55.45115,60.17642,50.72587,12/7/2017 23:10
Donald Trump,All polls,12/7/2017,37.27071,41.92155,32.61987,56.42054,61.28671,51.55438,12/7/2017 23:10
Donald Trump,Voters,12/6/2017,40.18172,44.876,35.48743,54.5077,58.80473,50.21067,12/6/2017 17:13
Donald Trump,Adults,12/6/2017,37.17609,40.67321,33.67897,56.25414,61.24754,51.26074,12/6/2017 17:13
Donald Trump,All polls,12/6/2017,37.84785,42.35403,33.34167,55.80183,60.53749,51.06617,12/6/2017 17:13
Donald Trump,Voters,12/5/2017,39.69933,44.27053,35.12812,54.95476,58.91797,50.99154,12/5/2017 15:43
Donald Trump,Adults,12/5/2017,37.34743,41.00904,33.68581,56.66071,61.26614,52.05529,12/5/2017 15:43
Donald Trump,All polls,12/5/2017,37.90712,42.27509,33.53914,56.05267,60.41055,51.69479,12/5/2017 15:43
Donald Trump,Voters,12/4/2017,39.90506,43.90241,35.90772,55.0077,59.20808,50.80733,12/4/2017 13:11
Donald Trump,Adults,12/4/2017,36.96822,40.55458,33.38185,56.90294,61.66179,52.1441,12/4/2017 13:11
Donald Trump,All polls,12/4/2017,37.86093,42.2491,33.47276,56.09463,60.70168,51.48758,12/4/2017 13:11
Donald Trump,Voters,12/3/2017,40.03389,44.08035,35.98742,54.96639,59.13824,50.79454,12/3/2017 13:17
Donald Trump,Adults,12/3/2017,36.93871,40.54438,33.33304,56.9087,61.67534,52.14207,12/3/2017 13:17
Donald Trump,All polls,12/3/2017,37.89624,42.34225,33.45023,56.08004,60.71577,51.44431,12/3/2017 13:17
Donald Trump,Voters,12/2/2017,40.03389,44.08035,35.98742,54.96639,59.13824,50.79454,12/2/2017 13:05
Donald Trump,Adults,12/2/2017,36.94333,40.54791,33.33874,56.88067,61.63329,52.12805,12/2/2017 13:05
Donald Trump,All polls,12/2/2017,37.90633,42.34116,33.47151,56.05219,60.66449,51.43988,12/2/2017 13:05
Donald Trump,Voters,12/1/2017,40.03389,44.08035,35.98742,54.96639,59.13824,50.79454,12/1/2017 15:48
Donald Trump,Adults,12/1/2017,37.08066,40.51703,33.64429,56.67411,61.24419,52.10403,12/1/2017 15:48
Donald Trump,All polls,12/1/2017,38.00967,42.33422,33.68511,55.9007,60.35528,51.44611,12/1/2017 15:48
Donald Trump,Voters,11/30/2017,40.03595,44.06927,36.00263,54.90004,59.12446,50.67563,11/30/2017 17:11
Donald Trump,Adults,11/30/2017,37.37271,40.76131,33.98411,56.45746,61.06138,51.85354,11/30/2017 17:11
Donald Trump,All polls,11/30/2017,38.16322,42.35735,33.96909,55.75873,60.2225,51.29496,11/30/2017 17:11
Donald Trump,Voters,11/29/2017,40.27305,44.39616,36.14995,54.68724,58.86496,50.50953,11/29/2017 14:08
Donald Trump,Adults,11/29/2017,37.72719,41.0411,34.41329,56.1861,60.68507,51.68713,11/29/2017 14:08
Donald Trump,All polls,11/29/2017,38.42575,42.58271,34.2688,55.55772,59.93708,51.17836,11/29/2017 14:08
Donald Trump,Voters,11/28/2017,39.71597,44.08185,35.35008,55.04973,59.42147,50.67798,11/28/2017 14:44
Donald Trump,Adults,11/28/2017,37.3322,40.77054,33.89386,56.39901,61.09468,51.70334,11/28/2017 14:44
Donald Trump,All polls,11/28/2017,38.24538,42.61953,33.87123,55.60558,60.14755,51.0636,11/28/2017 14:44
Donald Trump,Adults,11/27/2017,37.45752,40.94758,33.96746,56.33474,61.08239,51.58708,11/27/2017 13:03
Donald Trump,Voters,11/27/2017,40.05172,44.42881,35.67463,54.71221,58.98969,50.43472,11/27/2017 13:03
Donald Trump,All polls,11/27/2017,38.3837,42.81887,33.94852,55.51948,60.09151,50.94745,11/27/2017 13:03
Donald Trump,Adults,11/26/2017,37.45581,40.93557,33.97606,56.34441,61.08575,51.60306,11/26/2017 13:05
Donald Trump,Voters,11/26/2017,40.0748,44.33574,35.81387,54.76105,58.96188,50.56023,11/26/2017 13:05
Donald Trump,All polls,11/26/2017,38.39222,42.77029,34.01414,55.54683,60.15193,50.94173,11/26/2017 13:05
Donald Trump,All polls,11/25/2017,38.44119,42.79749,34.08489,55.45301,60.03166,50.87435,11/25/2017 13:18
Donald Trump,Voters,11/25/2017,40.0748,44.33574,35.81387,54.76105,58.96188,50.56023,11/25/2017 13:18
Donald Trump,Adults,11/25/2017,37.52008,40.99286,34.0473,56.21497,60.93591,51.49404,11/25/2017 13:18
Donald Trump,Voters,11/24/2017,40.0748,44.33574,35.81387,54.76105,58.96188,50.56023,11/25/2017 13:18
Donald Trump,All polls,11/24/2017,38.42519,42.75566,34.09473,55.50383,60.03542,50.97224,11/25/2017 13:18
Donald Trump,Adults,11/24/2017,37.49094,40.94191,34.03998,56.29383,60.95646,51.6312,11/25/2017 13:18
Donald Trump,Adults,11/23/2017,37.49094,40.94191,34.03998,56.29383,60.95646,51.6312,11/23/2017 13:06
Donald Trump,Voters,11/23/2017,40.0748,44.33574,35.81387,54.76105,58.96188,50.56023,11/23/2017 13:06
Donald Trump,All polls,11/23/2017,38.42519,42.75566,34.09473,55.50383,60.03542,50.97224,11/23/2017 13:06
Donald Trump,Voters,11/22/2017,40.0748,44.33574,35.81387,54.76105,58.96188,50.56023,11/22/2017 13:05
Donald Trump,Adults,11/22/2017,37.46259,40.92633,33.99884,56.36794,61.05016,51.68571,11/22/2017 13:05
Donald Trump,All polls,11/22/2017,38.41062,42.75452,34.06672,55.54749,60.09285,51.00213,11/22/2017 13:05
Donald Trump,Voters,11/21/2017,39.89044,44.09651,35.68438,55.191,59.12326,51.25874,11/21/2017 21:28
Donald Trump,Adults,11/21/2017,37.27388,40.85829,33.68948,56.78977,61.24873,52.33081,11/21/2017 21:28
Donald Trump,All polls,11/21/2017,38.16841,42.40234,33.93447,56.02618,60.28223,51.77013,11/21/2017 21:28
Donald Trump,Adults,11/20/2017,37.67971,41.36098,33.99844,55.82434,60.27885,51.36983,11/20/2017 13:18
Donald Trump,Voters,11/20/2017,39.11744,43.54091,34.69396,55.79084,59.82341,51.75828,11/20/2017 13:18
Donald Trump,All polls,11/20/2017,38.11539,42.51321,33.71758,55.75067,60.06194,51.43939,11/20/2017 13:18
Donald Trump,Voters,11/19/2017,39.22339,43.62117,34.82561,55.75001,59.75269,51.74733,11/19/2017 20:53
Donald Trump,Adults,11/19/2017,37.64998,41.31887,33.98109,55.8158,60.27929,51.3523,11/19/2017 20:53
Donald Trump,All polls,11/19/2017,38.1493,42.56184,33.73676,55.70245,60.02735,51.37754,11/19/2017 20:53
Donald Trump,Adults,11/18/2017,37.66021,41.32718,33.99324,55.76469,60.22801,51.30137,11/18/2017 13:18
Donald Trump,Voters,11/18/2017,39.28837,43.77735,34.7994,55.46194,59.46125,51.46262,11/18/2017 13:18
Donald Trump,All polls,11/18/2017,38.19148,42.61405,33.76891,55.45759,59.77378,51.1414,11/18/2017 13:18
Donald Trump,Voters,11/17/2017,39.28837,43.77735,34.7994,55.46194,59.46125,51.46262,11/17/2017 14:27
Donald Trump,Adults,11/17/2017,37.49475,41.12764,33.86187,55.80109,60.26508,51.3371,11/17/2017 14:27
Donald Trump,All polls,11/17/2017,38.07958,42.49039,33.66876,55.4835,59.79652,51.17048,11/17/2017 14:27
Donald Trump,Voters,11/16/2017,39.17174,43.72211,34.62136,55.44165,59.49014,51.39315,11/16/2017 22:26
Donald Trump,Adults,11/16/2017,37.56749,41.25379,33.8812,56.05001,60.54091,51.55912,11/16/2017 22:26
Donald Trump,All polls,11/16/2017,38.12582,42.58415,33.66749,55.66437,60.01311,51.31562,11/16/2017 22:26
Donald Trump,Voters,11/15/2017,39.02678,43.52971,34.52385,55.44995,59.54884,51.35107,11/15/2017 21:47
Donald Trump,Adults,11/15/2017,37.50333,41.1248,33.88186,56.09998,60.62872,51.57123,11/15/2017 21:47
Donald Trump,All polls,11/15/2017,38.08255,42.49938,33.66573,55.61642,60.02238,51.21045,11/15/2017 21:47
Donald Trump,Adults,11/14/2017,37.54153,40.96108,34.12197,56.23203,61.02762,51.43644,11/14/2017 15:07
Donald Trump,Voters,11/14/2017,38.96594,43.43122,34.50066,55.51689,59.64754,51.38624,11/14/2017 15:07
Donald Trump,All polls,11/14/2017,38.05358,42.36156,33.7456,55.78141,60.36355,51.19926,11/14/2017 15:07
Donald Trump,Voters,11/13/2017,39.11507,43.75508,34.47506,55.69787,60.18501,51.21073,11/13/2017 13:07
Donald Trump,Adults,11/13/2017,37.26438,40.80128,33.72747,56.38675,61.30583,51.46766,11/13/2017 13:07
Donald Trump,All polls,11/13/2017,38.07273,42.68018,33.46527,55.89657,60.70871,51.08443,11/13/2017 13:07
Donald Trump,Voters,11/12/2017,38.91225,43.31968,34.50483,55.91314,60.30188,51.52439,11/12/2017 13:07
Donald Trump,Adults,11/12/2017,37.29921,40.83548,33.76295,56.3454,61.25752,51.43328,11/12/2017 13:07
Donald Trump,All polls,11/12/2017,37.98497,42.4199,33.55003,55.9723,60.75954,51.18506,11/12/2017 13:07
Donald Trump,Voters,11/11/2017,38.91225,43.31968,34.50483,55.91314,60.30188,51.52439,11/11/2017 18:28
Donald Trump,Adults,11/11/2017,37.19261,40.67566,33.70955,56.49899,61.37941,51.61858,11/11/2017 18:28
Donald Trump,All polls,11/11/2017,37.91284,42.33805,33.48764,56.08043,60.84921,51.31165,11/11/2017 18:28
Donald Trump,Voters,11/10/2017,38.91225,43.31968,34.50483,55.91314,60.30188,51.52439,11/10/2017 17:38
Donald Trump,Adults,11/10/2017,37.11195,40.57419,33.6497,56.54761,61.41397,51.68124,11/10/2017 17:38
Donald Trump,All polls,11/10/2017,37.85893,42.279,33.43886,56.11641,60.87601,51.3568,11/10/2017 17:38
Donald Trump,Voters,11/9/2017,38.82508,43.16136,34.4888,56.00803,60.37885,51.63721,11/9/2017 15:22
Donald Trump,Adults,11/9/2017,36.87565,40.35596,33.39534,57.20075,61.39975,53.00176,11/9/2017 15:22
Donald Trump,All polls,11/9/2017,37.65916,42.07094,33.24738,56.5921,60.90161,52.28259,11/9/2017 15:22
Donald Trump,Voters,11/8/2017,38.78871,42.96696,34.61046,56.07062,60.23169,51.90955,11/8/2017 15:28
Donald Trump,Adults,11/8/2017,36.9847,40.33656,33.63285,57.10672,61.39174,52.8217,11/8/2017 15:28
Donald Trump,All polls,11/8/2017,37.58189,41.81385,33.34994,56.68189,60.93145,52.43234,11/8/2017 15:28
Donald Trump,Voters,11/7/2017,38.78378,43.07478,34.49278,56.08299,60.33978,51.8262,11/7/2017 14:58
Donald Trump,Adults,11/7/2017,36.89015,40.30651,33.47379,57.34779,61.59307,53.1025,11/7/2017 14:58
Donald Trump,All polls,11/7/2017,37.55069,41.86052,33.24086,56.80687,61.07893,52.53482,11/7/2017 14:58
Donald Trump,Voters,11/6/2017,38.76372,43.27574,34.25169,56.23228,60.76165,51.70292,11/6/2017 17:50
Donald Trump,Adults,11/6/2017,37.05696,40.61347,33.50045,57.29476,61.77695,52.81256,11/6/2017 17:50
Donald Trump,All polls,11/6/2017,37.69767,42.14056,33.25479,56.73272,61.18445,52.28099,11/6/2017 17:50
Donald Trump,Adults,11/5/2017,37.24062,40.8525,33.62873,57.23222,61.81281,52.65163,11/5/2017 14:23
Donald Trump,Voters,11/5/2017,38.76653,43.22218,34.31088,56.29507,60.87656,51.71358,11/5/2017 14:23
Donald Trump,All polls,11/5/2017,37.78851,42.21611,33.3609,56.69604,61.22639,52.16568,11/5/2017 14:23
Donald Trump,Voters,11/4/2017,38.97559,43.54144,34.40973,55.98032,60.71075,51.24989,11/4/2017 13:05
Donald Trump,Adults,11/4/2017,37.28839,41.04158,33.5352,57.03854,61.75187,52.32521,11/4/2017 13:05
Donald Trump,All polls,11/4/2017,37.88012,42.41156,33.34868,56.50428,61.09159,51.91697,11/4/2017 13:05
Donald Trump,Adults,11/3/2017,37.21225,40.93717,33.48733,57.17183,61.87044,52.47322,11/3/2017 17:25
Donald Trump,Voters,11/3/2017,38.97559,43.54144,34.40973,55.98032,60.71075,51.24989,11/3/2017 17:25
Donald Trump,All polls,11/3/2017,37.8332,42.36376,33.30264,56.58921,61.17087,52.00755,11/3/2017 17:25
Donald Trump,Voters,11/2/2017,39.50467,43.86527,35.14406,55.37743,59.75625,50.99862,11/2/2017 19:18
Donald Trump,Adults,11/2/2017,37.38071,41.12535,33.63607,56.87278,61.39518,52.35038,11/2/2017 19:18
Donald Trump,All polls,11/2/2017,37.97559,42.52827,33.4229,56.40167,60.83871,51.96463,11/2/2017 19:18
Donald Trump,Voters,11/1/2017,39.45043,43.836,35.06485,55.40435,59.82651,50.98219,11/1/2017 14:37
Donald Trump,Adults,11/1/2017,36.73897,40.30959,33.16835,57.62163,62.53848,52.70478,11/1/2017 14:37
Donald Trump,All polls,11/1/2017,37.75723,42.39159,33.12287,56.76285,61.45495,52.07076,11/1/2017 14:37
Donald Trump,Voters,10/31/2017,38.73505,43.0513,34.4188,56.16645,60.4187,51.9142,10/31/2017 15:10
Donald Trump,Adults,10/31/2017,36.13458,39.5146,32.75456,58.07021,62.80627,53.33414,10/31/2017 15:10
Donald Trump,All polls,10/31/2017,37.24255,41.83614,32.64895,57.15416,61.77101,52.5373,10/31/2017 15:10
Donald Trump,Adults,10/30/2017,36.08981,39.60581,32.5738,57.94589,62.78593,53.10584,10/30/2017 13:05
Donald Trump,Voters,10/30/2017,38.96075,43.36547,34.55602,56.08945,60.45528,51.72363,10/30/2017 13:05
Donald Trump,All polls,10/30/2017,37.26442,42.03175,32.49708,57.09366,61.82941,52.35792,10/30/2017 13:05
Donald Trump,Voters,10/29/2017,38.7843,42.95199,34.6166,56.29276,60.53031,52.05521,10/29/2017 13:23
Donald Trump,Adults,10/29/2017,36.28357,39.66254,32.9046,57.75093,62.47608,53.02577,10/29/2017 13:23
Donald Trump,All polls,10/29/2017,37.26856,41.76267,32.77445,57.08418,61.68118,52.48719,10/29/2017 13:23
Donald Trump,Voters,10/28/2017,38.7843,42.95199,34.6166,56.29276,60.53031,52.05521,10/28/2017 13:10
Donald Trump,Adults,10/28/2017,36.12514,39.49284,32.75744,57.38434,62.2604,52.50828,10/28/2017 13:10
Donald Trump,All polls,10/28/2017,37.29323,41.86818,32.71828,56.74607,61.39561,52.09653,10/28/2017 13:10
Donald Trump,Voters,10/27/2017,38.7843,42.95199,34.6166,56.29276,60.53031,52.05521,10/27/2017 15:55
Donald Trump,Adults,10/27/2017,36.12577,39.48451,32.76704,57.31348,62.16035,52.4666,10/27/2017 15:55
Donald Trump,All polls,10/27/2017,37.30399,41.85652,32.75145,56.69308,61.30756,52.07861,10/27/2017 15:55
Donald Trump,Voters,10/26/2017,39.07314,43.17662,34.96965,56.0741,60.26413,51.88408,10/26/2017 13:30
Donald Trump,Adults,10/26/2017,36.19252,39.63343,32.75162,57.42849,62.08479,52.77219,10/26/2017 13:30
Donald Trump,All polls,10/26/2017,37.46911,42.05527,32.88294,56.71981,61.22549,52.21413,10/26/2017 13:30
Donald Trump,Voters,10/25/2017,38.67745,42.68204,34.67285,56.31491,60.51158,52.11824,10/25/2017 21:05
Donald Trump,Adults,10/25/2017,36.098,39.48586,32.71013,57.4499,62.15436,52.74545,10/25/2017 21:05
Donald Trump,All polls,10/25/2017,37.07568,41.50466,32.6467,56.91793,61.44345,52.39241,10/25/2017 21:05
Donald Trump,Voters,10/24/2017,38.9423,43.13006,34.75453,55.83633,60.3097,51.36296,10/24/2017 15:40
Donald Trump,Adults,10/24/2017,35.93237,39.38079,32.48395,57.62141,62.24105,53.00177,10/24/2017 15:40
Donald Trump,All polls,10/24/2017,37.1561,41.78599,32.52621,56.73306,61.40689,52.05923,10/24/2017 15:40
Donald Trump,Voters,10/23/2017,39.28416,43.3776,35.19071,55.52995,60.00792,51.05198,10/23/2017 16:52
Donald Trump,Adults,10/23/2017,36.40454,39.91741,32.89167,57.09264,61.75982,52.42546,10/23/2017 16:52
Donald Trump,All polls,10/23/2017,37.48936,42.06797,32.91075,56.38719,61.0635,51.71088,10/23/2017 16:52
Donald Trump,Adults,10/22/2017,36.73022,40.14434,33.3161,56.91251,61.54598,52.27905,10/22/2017 13:07
Donald Trump,Voters,10/22/2017,39.44123,43.58607,35.29639,55.12551,59.55941,50.69162,10/22/2017 13:07
Donald Trump,All polls,10/22/2017,37.85255,42.3642,33.34089,55.94585,60.64472,51.24699,10/22/2017 13:07
Donald Trump,Adults,10/21/2017,36.73466,40.14734,33.32198,56.97978,61.64387,52.3157,10/21/2017 13:07
Donald Trump,Voters,10/21/2017,39.44123,43.58607,35.29639,55.12551,59.55941,50.69162,10/21/2017 13:07
Donald Trump,All polls,10/21/2017,37.86096,42.36507,33.35685,55.98836,60.69853,51.27818,10/21/2017 13:07
Donald Trump,Voters,10/20/2017,39.44123,43.58607,35.29639,55.12551,59.55941,50.69162,10/20/2017 15:44
Donald Trump,Adults,10/20/2017,36.69792,40.13217,33.26366,57.0166,61.69907,52.33413,10/20/2017 15:44
Donald Trump,All polls,10/20/2017,37.84346,42.34471,33.3422,56.00579,60.71263,51.29896,10/20/2017 15:44
Donald Trump,Adults,10/19/2017,36.88713,40.35565,33.41861,56.65256,61.34747,51.95765,10/19/2017 14:34
Donald Trump,Voters,10/19/2017,39.58765,43.69738,35.47793,54.8556,59.21457,50.49662,10/19/2017 14:34
Donald Trump,All polls,10/19/2017,37.96664,42.42966,33.50361,55.79045,60.46689,51.11402,10/19/2017 14:34
Donald Trump,Voters,10/18/2017,39.87877,44.08759,35.66994,54.70084,59.13977,50.26191,10/18/2017 13:05
Donald Trump,Adults,10/18/2017,36.74679,40.39061,33.10298,56.59354,61.50909,51.67799,10/18/2017 13:05
Donald Trump,All polls,10/18/2017,38.07331,42.73254,33.41408,55.5466,60.36487,50.72834,10/18/2017 13:05
Donald Trump,Voters,10/17/2017,39.582,43.78059,35.38341,55.04752,59.46874,50.62631,10/17/2017 13:03
Donald Trump,Adults,10/17/2017,36.73927,40.47601,33.00253,56.83446,61.62724,52.04168,10/17/2017 13:03
Donald Trump,All polls,10/17/2017,37.98654,42.53926,33.43382,55.80103,60.53177,51.07029,10/17/2017 13:03
Donald Trump,Voters,10/16/2017,40.2318,44.60351,35.86009,54.40153,58.94375,49.8593,10/16/2017 13:16
Donald Trump,Adults,10/16/2017,36.59012,40.53949,32.64075,56.77091,61.87854,51.66328,10/16/2017 13:16
Donald Trump,All polls,10/16/2017,38.14785,42.92557,33.37013,55.5671,60.46063,50.67356,10/16/2017 13:16
Donald Trump,Adults,10/15/2017,36.70586,40.65996,32.75177,56.55759,61.62766,51.48751,10/15/2017 13:05
Donald Trump,Voters,10/15/2017,39.6197,43.8368,35.4026,55.18693,59.32934,51.04452,10/15/2017 13:05
Donald Trump,All polls,10/15/2017,37.66046,42.1819,33.13901,55.95942,60.62894,51.28989,10/15/2017 13:05
Donald Trump,Voters,10/14/2017,39.6197,43.8368,35.4026,55.18693,59.32934,51.04452,10/14/2017 13:25
Donald Trump,Adults,10/14/2017,36.65332,40.60168,32.70496,56.59665,61.65913,51.53416,10/14/2017 13:25
Donald Trump,All polls,10/14/2017,37.62886,42.14088,33.11685,55.9846,60.64174,51.32746,10/14/2017 13:25
Donald Trump,Voters,10/13/2017,39.6197,43.8368,35.4026,55.18693,59.32934,51.04452,10/13/2017 15:48
Donald Trump,Adults,10/13/2017,36.56348,40.58036,32.5466,56.99356,62.16754,51.81957,10/13/2017 15:48
Donald Trump,All polls,10/13/2017,37.6958,42.24862,33.14298,56.14555,60.83664,51.45445,10/13/2017 15:48
Donald Trump,Voters,10/12/2017,40.22272,44.41026,36.03518,54.57459,58.44459,50.70459,10/12/2017 15:03
Donald Trump,Adults,10/12/2017,36.62103,40.75443,32.48763,56.89503,62.17796,51.61209,10/12/2017 15:03
Donald Trump,All polls,10/12/2017,37.85408,42.50036,33.20779,56.02977,60.74846,51.31108,10/12/2017 15:03
Donald Trump,Voters,10/11/2017,40.12806,44.28343,35.97269,54.69553,58.60228,50.78879,10/11/2017 13:44
Donald Trump,Adults,10/11/2017,36.47693,40.54764,32.40623,56.94599,62.31004,51.58194,10/11/2017 13:44
Donald Trump,All polls,10/11/2017,37.7519,42.36158,33.14222,56.08387,60.84902,51.31871,10/11/2017 13:44
Donald Trump,Voters,10/10/2017,40.01473,44.3416,35.68786,55.25956,59.37972,51.1394,10/10/2017 17:12
Donald Trump,Adults,10/10/2017,36.52134,40.70203,32.34066,57.44492,62.79613,52.0937,10/10/2017 17:12
Donald Trump,All polls,10/10/2017,37.45793,42.27483,32.64103,56.69799,61.66857,51.72741,10/10/2017 17:12
Donald Trump,Voters,10/9/2017,40.09864,44.44193,35.75536,55.25847,59.37949,51.13745,10/9/2017 13:06
Donald Trump,Adults,10/9/2017,37.08799,41.16768,33.0083,57.10312,62.35505,51.8512,10/9/2017 13:06
Donald Trump,All polls,10/9/2017,38.02188,42.73129,33.31248,56.38805,61.22114,51.55496,10/9/2017 13:06
Donald Trump,Voters,10/8/2017,40.17117,44.48967,35.85266,55.22769,59.33171,51.12367,10/8/2017 13:06
Donald Trump,Adults,10/8/2017,37.14746,41.21215,33.08276,57.21674,62.46442,51.96906,10/8/2017 13:06
Donald Trump,All polls,10/8/2017,38.10051,42.81056,33.39046,56.43702,61.29832,51.57572,10/8/2017 13:06
Donald Trump,Adults,10/7/2017,37.17203,41.22639,33.11768,57.19087,62.42555,51.95619,10/7/2017 13:04
Donald Trump,Voters,10/7/2017,40.17117,44.48967,35.85266,55.22769,59.33171,51.12367,10/7/2017 13:04
Donald Trump,All polls,10/7/2017,38.13292,42.81899,33.44685,56.40413,61.24431,51.56394,10/7/2017 13:04
Donald Trump,Voters,10/6/2017,40.17117,44.48967,35.85266,55.22769,59.33171,51.12367,10/6/2017 18:04
Donald Trump,Adults,10/6/2017,37.10485,41.13694,33.07277,57.30538,62.52552,52.08524,10/6/2017 18:04
Donald Trump,All polls,10/6/2017,38.1001,42.76361,33.4366,56.47272,61.2938,51.65165,10/6/2017 18:04
Donald Trump,Voters,10/5/2017,40.60885,44.77727,36.44043,54.87642,58.74704,51.0058,10/5/2017 18:18
Donald Trump,Adults,10/5/2017,38.07584,41.63827,34.51341,56.03094,60.13042,51.93146,10/5/2017 18:18
Donald Trump,All polls,10/5/2017,38.81237,43.07641,34.54833,55.61481,59.47441,51.75522,10/5/2017 18:18
Donald Trump,Voters,10/4/2017,40.7621,44.79243,36.73178,54.79143,58.75761,50.82524,10/4/2017 16:52
Donald Trump,Adults,10/4/2017,38.01492,41.53102,34.49882,56.09282,60.28134,51.9043,10/4/2017 16:52
Donald Trump,All polls,10/4/2017,38.92259,43.20797,34.6372,55.54972,59.51195,51.58749,10/4/2017 16:52
Donald Trump,Voters,10/3/2017,40.37353,44.35439,36.39267,54.85959,58.99095,50.72824,10/3/2017 17:16
Donald Trump,Adults,10/3/2017,37.8289,41.47723,34.18057,55.8531,60.25601,51.45019,10/3/2017 17:16
Donald Trump,All polls,10/3/2017,38.61701,42.82699,34.40703,55.51572,59.61335,51.41809,10/3/2017 17:16
Donald Trump,Voters,10/2/2017,40.15312,44.17437,36.13186,54.81033,58.93735,50.68331,10/2/2017 13:16
Donald Trump,Adults,10/2/2017,37.62963,41.33792,33.92134,55.75329,60.19293,51.31364,10/2/2017 13:16
Donald Trump,All polls,10/2/2017,38.52001,42.78959,34.25043,55.43917,59.5448,51.33354,10/2/2017 13:16
Donald Trump,Voters,10/1/2017,40.34256,44.37914,36.30598,54.64625,58.72469,50.56781,10/1/2017 13:05
Donald Trump,Adults,10/1/2017,37.68137,41.36288,33.99987,55.78199,60.20525,51.35874,10/1/2017 13:05
Donald Trump,All polls,10/1/2017,38.66099,42.96257,34.35941,55.35896,59.44509,51.27284,10/1/2017 13:05
Donald Trump,Voters,9/30/2017,40.34256,44.37914,36.30598,54.64625,58.72469,50.56781,9/30/2017 13:07
Donald Trump,Adults,9/30/2017,37.59743,41.28298,33.91187,55.85502,60.2884,51.42163,9/30/2017 13:07
Donald Trump,All polls,9/30/2017,38.61241,42.91461,34.31021,55.40293,59.49294,51.31292,9/30/2017 13:07
